Data_Type,Run_Name,Fault_Name,Time_Step,TIME,S1V1,S1V2,S1V3,S1V4,S1V5,S1I1,S1I2,S1I3,S1I4,S1I5,S1P1,S1P2,S1P3,S1P4,S1P5,S2V1,S2V2,S2V3,S2V4,S2V5,S2I1,S2I2,S2I3,S2I4,S2I5,S2P1,S2P2,S2P3,S2P4,S2P5,S3V1,S3V2,S3V3,S3V4,S3V5,S4V1,S4V2,S4V3,S4V4,S4V5,S34PV1,S34PV2,S34PV3,S34PV4,S34PV5,S3I1,S3I2,S3I3,S3I4,S3I5,S4I1,S4I2,S4I3,S4I4,S4I5,S34PI1,S34PI2,S34PI3,S34PI4,S34PI5,S34V1,S34V2,S34V3,S34V4,S34V5,S34I1,S34I2,S34I3,S34I4,S34I5
calibration,3305,Normal,27,96.78125,146.2126,6.217058,4.569672,2.011338,1.333476,2.651642,0.003972053,0.002779809,0.0008933361,0.0001511872,4.0,-102.96,147.36,144.98,-156.86,89.63654,5.046439,3.967208,1.786426,1.101502,1.592264,0.0008462819,0.0001815579,4.93759e-05,2.567526e-05,-6.290001,-12.19,-34.78,-126.7,15.4,685.4648,18.04056,4.654093,2.691442,1.698185,482.8751,6.82315,1.552333,0.601153,0.09649061,173.0,70.42,-159.0,65.32,92.3,6.872506,0.04329272,0.01457186,0.001085213,0.004405701,8.019825,0.0369841,0.02241377,0.004869844,0.0006706795,-1.81,57.05,72.09,165.0,131.7,682.7643,18.94633,5.255162,2.74336,172.2729,14.51701,0.06019744,0.0145269,0.003850508,0.004281907
calibration,3305,Normal,28,99.91016,146.2126,6.237851,4.577043,2.013655,1.335012,2.651642,0.003972053,0.002776611,0.0008943654,0.0001522352,4.0,-102.76,147.46,145.28,-156.16,89.73978,5.034832,3.971778,1.798809,1.100234,1.590432,0.0008492098,0.0001809319,4.875453e-05,2.722795e-05,-6.290001,-10.66,153.37,-127.6,15.06,685.4648,18.04056,4.650878,2.685252,1.698185,483.1534,6.768384,1.552333,0.5881457,0.09772036,173.0,69.49,-159.0,65.19,33.62,6.872506,0.04331267,0.01307721,0.001087715,0.004405701,8.030913,0.03706935,0.02246544,0.004875453,0.0006729998,-1.749999,56.99,72.03,165.1,131.6,682.7858,18.94633,5.238942,2.73785,172.2729,14.52786,0.06027295,0.01492131,0.003853788,0.004281654
calibration,3307,Normal,1,15.32031,146.2126,6.461524,4.7368,2.091631,1.358267,2.648591,0.003976628,0.002757496,0.0008933361,0.0001479159,4.14,-103.96,146.16,143.58,-156.76,87.49538,5.351618,4.173352,1.903202,1.146793,1.63499,0.0007387798,0.0001741867,4.576304e-05,2.466124e-05,-4.42,174.83,152.67,-133.6,18.47,688.8666,18.07237,4.603467,2.675994,1.696231,486.4464,6.942005,1.581193,0.5590942,0.1165427,173.0,70.62,-159.1,60.58,129.5,6.905023,0.04318321,0.01307721,0.001104117,0.004492778,8.053129,0.03724046,0.02267331,0.00493759,0.0006902637,-1.61,55.45,73.75999,165.8,132.9,686.1194,18.99569,5.162484,2.739012,172.2737,14.58116,0.06029066,0.01509425,0.003900561,0.004365853
calibration,3307,Normal,2,18.44922,147.2262,6.385353,4.678805,2.053454,1.342719,2.624309,0.004045899,0.002760672,0.0008943654,0.0001442165,3.2,-105.06,143.96,141.68,-159.36,87.39472,5.217771,4.064293,1.849204,1.12198,1.640647,0.0007727073,0.0001778341,4.699103e-05,2.517763e-05,-4.219999,176.83,153.97,-130.0,20.54,687.1244,18.05656,4.630577,2.685252,1.696231,484.6577,6.83101,1.554122,0.5610285,0.1138898,173.0,69.82,-159.0,59.91,121.4,6.8828,0.0430591,0.01307721,0.001092735,0.004456717,8.030913,0.03724046,0.02241377,0.004914903,0.0006784454,-1.749999,56.05,73.1,165.6,132.3,684.4207,18.96339,5.191527,2.746791,172.2737,14.53785,0.06019268,0.01487846,0.003888459,0.004331489
calibration,3307,Normal,3,21.57813,147.2262,6.318805,4.62099,2.051091,1.335012,2.618273,0.004008805,0.002760672,0.0008923084,0.0001485987,3.27,-104.56,144.66,143.18,-157.26,86.69324,5.181851,4.087756,1.828037,1.123273,1.640647,0.0007897964,0.0001747894,4.699103e-05,2.517763e-05,-4.16,-10.25,-30.77,-131.3,17.14,686.3336,18.04056,4.633777,2.685252,1.698185,483.7658,6.82315,1.548763,0.5514232,0.1100234,173.1,69.82,-159.0,59.97,-4.748,6.893902,0.04309878,0.01307721,0.001093994,0.00443624,8.019825,0.0371976,0.02236222,0.004869844,0.0006761063,-1.749999,56.19,72.96,165.5,132.5,683.633,18.94415,5.185123,2.744647,172.3729,14.53778,0.06019384,0.01483577,0.003842407,0.004311503
calibration,3307,Normal,4,24.71094,147.2262,6.3341,4.653556,2.039318,1.335012,2.627331,0.003999587,0.002763853,0.0008902561,0.0001479159,3.47,-104.56,145.06,142.68,-157.46,87.09337,5.158044,4.013146,1.832251,1.111694,1.650119,0.0007525148,0.0001794796,4.699103e-05,2.621289e-05,-7.43,176.53,152.07,-127.5,19.07,687.1244,18.04056,4.640717,2.685252,1.696231,483.4871,6.745046,1.543423,0.5514232,0.1106585,173.0,70.02,-159.0,59.97,118.0,6.893902,0.0431236,0.01307721,0.001091478,0.00444135,8.019825,0.03689903,0.02246544,0.004847469,0.0006761063,-1.749999,56.39,73.03,165.4,132.5,684.4544,18.94089,5.192062,2.744999,172.2737,14.53778,0.06000389,0.01492131,0.003822437,0.004316554
calibration,3307,Normal,5,27.85156,147.7356,6.313715,4.62099,2.032287,1.333476,2.630359,0.00403195,0.002760672,0.0008892316,0.0001453834,3.27,-104.96,144.56,142.08,-159.06,86.89305,5.181851,4.04562,1.828037,1.118111,1.64822,0.000766505,0.0001778341,4.518717e-05,2.517763e-05,-4.42,176.03,154.07,-133.5,19.34,687.1244,18.04056,4.640717,2.685252,1.696231,483.7658,6.87836,1.557704,0.5629697,0.1093918,173.0,71.02,-159.0,59.91,114.3,6.8828,0.04303433,0.01427299,0.001090222,0.004431135,8.030913,0.0371976,0.02236222,0.00483632,0.0006831483,-1.749999,56.52,72.89,165.3,132.0,684.4022,18.94961,5.203608,2.744298,172.2737,14.53785,0.06014296,0.01454534,0.003812489,0.004305698
calibration,3307,Normal,6,30.98047,146.5498,6.288325,4.631643,2.027613,1.338089,2.639459,0.004008805,0.002776611,0.000882094,0.000147406,3.74,-103.66,146.26,143.48,-156.16,87.19368,5.169934,4.04562,1.819638,1.120689,1.642537,0.0007700431,0.0001717967,4.456717e-05,2.517763e-05,-4.620001,175.23,153.37,-130.4,19.54,686.3336,18.05656,4.637513,2.691442,1.696231,483.7658,6.934019,1.554122,0.5571665,0.1133665,173.0,70.09,-159.0,60.31,123.3,6.893902,0.04322799,0.01430589,0.001088968,0.00444135,8.019825,0.03711205,0.02233649,0.004869844,0.0006815771,-1.749999,56.25,72.89,165.4,131.8,683.5896,18.96339,5.194601,2.752687,172.2737,14.53778,0.06023587,0.01451861,0.003847044,0.004315962
calibration,3307,Normal,7,34.10938,146.5498,6.308629,4.606118,2.02295,1.342719,2.639459,0.003994984,0.002786217,0.0008810792,0.0001485987,3.6,-103.36,145.76,143.48,-155.76,86.99317,5.181851,4.05028,1.836475,1.11554,1.64822,0.0007825553,0.000177221,4.395567e-05,2.415544e-05,-4.219999,176.13,-33.04,-139.1,19.81,687.1244,18.05656,4.640717,2.685252,1.696231,484.3785,6.791801,1.557704,0.5463676,0.1184363,173.0,70.29,-158.9,60.04,121.4,6.8828,0.04318321,0.01307721,0.001095254,0.004456717,8.019825,0.03689903,0.02233649,0.004886692,0.0006855118,-1.749999,56.52,72.75999,165.5,131.8,684.4361,18.96557,5.187007,2.749317,172.2737,14.527,0.06005111,0.01481448,0.003858029,0.004330725
calibration,3307,Normal,8,37.23828,146.8875,6.323899,4.617267,2.036972,1.338089,2.645545,0.003976628,0.002773415,0.0008810792,0.0001468977,3.8,-103.66,145.96,143.18,-156.56,86.99317,5.199781,4.04562,1.834362,1.118111,1.64822,0.0007673882,0.0001725897,4.518717e-05,2.466124e-05,-4.42,175.93,-30.83,-133.9,21.41,686.3336,18.05656,4.647132,2.691442,1.696231,483.7658,6.87836,1.561295,0.545739,0.1165427,173.0,70.82,-159.0,59.64,117.0,6.8828,0.0431236,0.01307721,0.001095254,0.004456717,8.030913,0.03706935,0.02241377,0.004869844,0.0006870921,-1.749999,56.59,72.96,165.5,132.0,683.6114,18.96777,5.192794,2.75445,172.2737,14.53785,0.06012334,0.01487846,0.003841245,0.004330556
calibration,3307,Normal,9,40.37109,147.2262,6.278197,4.627912,2.036972,1.341174,2.639459,0.003999587,0.002783012,0.0008851462,0.0001522352,3.67,-103.66,146.26,143.38,-155.76,87.09337,5.169934,4.059617,1.828037,1.12198,1.64822,0.0007594778,0.0001764067,4.576304e-05,2.36328e-05,-4.42,176.33,-30.03,-129.8,21.48,686.3336,18.05656,4.637513,2.682163,1.694279,484.3785,6.87836,1.552333,0.5432315,0.1133665,173.0,70.96,-159.0,60.31,121.6,6.893902,0.04318321,0.01307721,0.001096516,0.00444135,8.030913,0.0371976,0.02233649,0.00486424,0.0006847232,-1.749999,56.32,72.75999,165.6,131.9,683.6114,18.9623,5.180668,2.743413,172.2746,14.54863,0.06026054,0.01481448,0.003834498,0.004315624
calibration,3307,Normal,10,43.5,146.2126,6.339207,4.639114,2.027613,1.342719,2.645545,0.00398121,0.002776611,0.0008882086,0.0001496287,4.07,-103.46,146.26,143.38,-155.86,87.29414,5.181851,4.05028,1.840708,1.123273,1.640647,0.0007499203,0.0001778341,4.576304e-05,2.567526e-05,-4.42,176.23,-33.71,-129.0,21.01,687.1244,18.07237,4.640717,2.682163,1.696231,485.2715,6.846758,1.570309,0.5571665,0.1127158,173.0,69.75,-159.1,59.97,12.76,6.893902,0.04333263,0.01428943,0.00110031,0.004451588,8.042017,0.03732631,0.02264722,0.004966095,0.0006926518,-1.749999,55.92,73.03,165.7,132.0,684.4146,18.98904,5.197805,2.743052,172.2737,14.55949,0.06046904,0.01476539,0.003932473,0.004324898
calibration,3307,Normal,11,46.67969,145.8764,6.40597,4.646062,2.060559,1.35047,2.651642,0.003940171,0.00279264,0.0008800652,0.0001554229,4.47,-102.46,147.56,145.48,-153.36,88.40669,5.247893,4.158962,1.894458,1.132362,1.633108,0.0007499203,0.0001801006,4.758993e-05,2.466124e-05,-7.16,174.73,154.87,-130.6,18.74,687.9946,18.12008,4.603467,2.663698,1.69233,487.0069,6.886284,1.612445,0.5922226,0.1165427,173.0,70.09,-159.2,59.91,31.01,6.936896,0.04335757,0.01307721,0.001153493,0.004758992,8.109889,0.03917554,0.02390644,0.005470349,0.0007673882,-1.61,52.58,74.82999,167.9,134.9,685.2693,19.0624,5.195608,2.726724,172.2754,14.66763,0.06180186,0.01613712,0.004385862,0.004620792
calibration,3307,Normal,12,49.82031,145.039,6.960412,5.125485,2.298714,1.428845,2.673098,0.003935636,0.002786217,0.0008943654,0.000154887,5.741,-102.96,147.66,143.28,-158.16,89.84318,6.116248,4.766889,2.170126,1.261784,1.577667,0.0007345394,0.0001794796,4.699103e-05,2.517763e-05,-7.9,175.43,-29.7,-146.4,8.58,698.2089,18.27901,4.465654,2.624128,1.686495,497.6624,7.395797,1.709956,0.6561225,0.1152086,173.0,68.02,-159.7,57.84,120.4,7.001889,0.04337755,0.01301712,0.001195405,0.004931909,8.211358,0.04073943,0.02488943,0.005747977,0.0007980221,-1.28,48.7,76.96999,169.5,136.2,695.2837,19.28076,5.121687,2.686439,172.2778,14.82999,0.06294869,0.01700843,0.004623837,0.004788413
calibration,3307,Normal,13,52.94922,146.2126,7.225783,5.325188,2.40428,1.447055,2.654698,0.004008805,0.002779809,0.0008995286,0.000154887,5.34,-106.26,148.46,143.18,-160.76,89.73978,6.356017,4.952621,2.259357,1.286723,1.575851,0.0007379299,0.0001794796,4.758993e-05,2.415544e-05,-7.360001,176.33,151.37,-144.2,12.52,699.9792,18.34258,4.405397,2.612072,1.678746,501.8048,7.490055,1.757863,0.6721789,0.1093918,173.0,68.22,-159.8,56.77,118.0,7.022881,0.04337755,0.01276483,0.001212034,0.005012045,8.245458,0.0414014,0.02532299,0.005936288,0.000827971,-1.28,47.1,77.64,170.3,137.6,697.0171,19.37365,5.077485,2.67116,172.2811,14.88373,0.06343309,0.01748431,0.00479618,0.004864564
calibration,3307,Normal,14,56.07813,146.8875,7.306929,5.393677,2.429322,1.443727,2.648591,0.004045899,0.002773415,0.0009026407,0.0001517103,5.474,-107.26,146.56,140.98,-164.16,87.09337,6.425175,4.978918,2.272401,1.291175,1.633108,0.0007112383,0.0001778341,4.576304e-05,2.621289e-05,-5.49,175.73,152.47,-146.2,11.92,700.7857,18.35848,4.385157,2.597078,1.674885,502.4408,7.533295,1.778218,0.6934017,0.1055565,173.0,68.95,-160.0,55.96,120.9,7.044742,0.04337755,0.01244557,0.001226069,0.005064248,8.2902,0.04226832,0.02597257,0.006166163,0.0008501882,-1.150001,45.56,78.50999,171.0,138.0,697.8066,19.40205,5.078465,2.65405,172.2828,14.94873,0.06407227,0.01819267,0.005012391,0.004913948
calibration,3307,Normal,15,59.21094,145.5408,7.439349,5.451738,2.471638,1.458764,2.673098,0.003999587,0.002795857,0.0009005647,0.0001554229,6.41,-105.46,149.36,142.88,-161.56,85.89841,6.642553,5.145588,2.352258,1.325822,1.646323,0.0007328499,0.0001704178,4.634628e-05,2.773417e-05,-5.629999,176.23,150.47,-145.5,4.903,703.3721,18.39026,4.344953,2.591105,1.66719,504.76,7.789058,1.794672,0.7006239,0.1055565,173.0,67.48,-160.2,55.09,133.3,7.065862,0.04337755,0.01209247,0.001241695,0.005134699,8.313133,0.04275777,0.02627332,0.006338916,0.0008780414,-1.150001,44.29,79.38,171.7,139.5,700.293,19.4439,5.045482,2.64808,172.286,14.99166,0.06443549,0.01861603,0.005170181,0.004980843
calibration,3307,Normal,16,62.33984,146.8875,7.647771,5.611578,2.573268,1.473958,2.648591,0.003994984,0.002767036,0.0008984933,0.0001581303,6.61,-107.46,149.06,141.88,-161.96,85.89841,6.997373,5.436695,2.511799,1.375577,1.644429,0.0007112383,0.0001680797,4.576304e-05,2.517763e-05,-5.559999,-14.27,-27.36,-148.4,7.64,708.4926,18.48562,4.224109,2.56735,1.640533,512.4897,7.952157,1.887926,0.7594251,0.1217545,173.0,68.28,-160.6,52.96,141.8,7.13124,0.04337755,0.01095254,0.001275014,0.005260354,8.425874,0.04529132,0.02789427,0.006934497,0.0009495439,-0.8100004,39.54,82.32,173.9,141.4,705.3495,19.59665,4.983433,2.633349,172.2973,15.16543,0.06634158,0.02066151,0.005733344,0.005098486
calibration,3307,Normal,17,65.46875,145.8764,8.045164,5.843661,2.710098,1.482467,2.673098,0.003972053,0.00279264,0.0009026407,0.0001453834,8.014,-107.26,150.06,139.78,-169.76,86.69324,7.294323,5.610933,2.576232,1.383519,1.621867,0.0006737753,0.0001733864,4.819645e-05,2.621289e-05,-6.700001,178.53,-28.83,-151.5,0.2250001,709.3083,18.48562,4.260741,2.582172,1.661442,511.8999,7.888328,1.853467,0.7210824,0.1230226,173.0,67.88,-160.6,54.69,144.4,7.07726,0.04337755,0.01213431,0.001233147,0.005075923,8.301662,0.04207412,0.02600249,0.006130771,0.00083371,-1.009999,44.35,79.78,171.4,138.2,706.1901,19.57531,4.981727,2.648867,172.2885,14.9915,0.06392862,0.01835171,0.004970537,0.004927024
calibration,3307,Normal,18,68.60156,148.0761,7.240772,5.317837,2.368563,1.420643,2.618273,0.004083336,0.002770225,0.0008953955,0.0001420741,5.006,-109.46,145.26,139.88,-167.66,89.73978,5.942718,4.585482,2.067688,1.202223,1.574037,0.0007430448,0.0001862152,4.819645e-05,2.621289e-05,-4.49,175.93,-31.23,-139.9,11.45,692.2853,18.1677,4.573356,2.672915,1.700141,490.5518,7.202528,1.606886,0.6229955,0.1158737,173.0,68.15,-159.4,62.25,113.3,6.905023,0.04318321,0.01307721,0.001096516,0.004451588,8.042017,0.03741235,0.02249132,0.004819645,0.0006815771,-1.679999,55.65,73.1,165.5,132.4,689.436,19.10651,5.196266,2.735563,172.2721,14.57028,0.06041163,0.01494279,0.003790075,0.00432608
calibration,3307,Normal,19,71.73047,148.0761,6.247913,4.5987,2.020621,1.333476,2.615261,0.003999587,0.002751154,0.0008933361,0.0001479159,3.2,-104.06,145.96,143.78,-157.46,89.94669,5.058072,3.976354,1.792606,1.096441,1.586774,0.0008308355,0.0001809319,4.819645e-05,2.567526e-05,-5.83,174.73,-32.64,-129.6,17.0,685.4648,18.04056,4.650878,2.685252,1.700141,482.8751,6.83101,1.545201,0.5990801,0.1016213,173.0,69.09,-159.0,64.32,87.96,6.872506,0.04322799,0.01307721,0.001083964,0.004405701,8.019825,0.03689903,0.02236222,0.00483632,0.0006800095,-1.749999,56.99,72.28999,165.2,131.9,682.7612,18.94198,5.249876,2.740001,172.2721,14.51701,0.0600866,0.01483577,0.003818261,0.004280901
calibration,3307,Normal,20,74.85938,146.5498,6.217058,4.577043,2.011338,1.333476,2.639459,0.003985795,0.002763853,0.0008912815,0.0001491128,3.67,-103.66,146.36,144.38,-156.86,89.94669,5.040633,3.967208,1.790544,1.095179,1.583125,0.000847257,0.0001809319,4.875453e-05,2.517763e-05,-5.960001,-10.86,155.37,-130.2,15.46,685.4648,18.04056,4.654093,2.691442,1.698185,482.5974,6.82315,1.545201,0.5929047,0.1016213,173.0,70.29,-159.1,63.98,34.42,6.872506,0.04320809,0.01307721,0.001083964,0.004400632,8.019825,0.03685658,0.02233649,0.004830754,0.0006768854,-1.749999,57.05,72.16,165.1,131.9,682.7643,18.94198,5.246915,2.746188,172.2729,14.51701,0.06004111,0.01481448,0.003812715,0.004276226
calibration,3307,Normal,21,77.98828,146.8875,6.217058,4.573356,2.009023,1.333476,2.639459,0.003994984,0.002763853,0.0008912815,0.0001485987,3.67,-103.66,146.36,144.28,-156.66,89.94669,5.029039,3.971778,1.792606,1.096441,1.584948,0.0008222711,0.0001815579,4.875453e-05,2.567526e-05,-6.030001,175.33,-34.04,-130.2,15.2,685.4648,18.04056,4.654093,2.685252,1.698185,482.8751,6.799625,1.545201,0.6039276,0.1016213,173.0,70.42,-159.2,64.45,34.89,6.872506,0.04324789,0.01453834,0.001083964,0.004400632,8.019825,0.03689903,0.02233649,0.00483632,0.0006800095,-1.749999,56.99,72.16,165.1,131.8,682.7736,18.94198,5.257936,2.740001,172.2729,14.51701,0.06010238,0.0144737,0.003818261,0.004275892
calibration,3307,Normal,22,81.12109,146.5498,6.217058,4.569672,2.011338,1.333476,2.639459,0.003994984,0.002767036,0.0008861657,0.0001491128,3.67,-103.66,146.46,144.28,-156.36,90.05029,5.058072,3.971778,1.786426,1.100234,1.584948,0.0008462819,0.0001809319,4.819645e-05,2.517763e-05,-6.09,-10.86,154.67,-129.4,18.34,685.4648,18.04056,4.654093,2.685252,1.698185,482.5974,6.729534,1.545201,0.5942715,0.101038,173.0,70.22,-159.1,64.39,37.43,6.872506,0.04322799,0.01307721,0.001082717,0.004400632,8.019825,0.03685658,0.02233649,0.004819645,0.0006792272,-1.749999,57.05,72.16,165.0,131.9,682.801,18.94198,5.248281,2.739679,172.2729,14.51701,0.06005689,0.01481448,0.003802799,0.004275975
calibration,3307,Normal,23,84.25,146.5498,6.22207,4.580733,2.011338,1.333476,2.639459,0.003985795,0.002763853,0.0008892316,0.000147406,3.67,-103.66,146.36,144.38,-156.56,90.15401,5.017473,3.971778,1.790544,1.095179,1.586774,0.0008423935,0.0001801006,4.93759e-05,2.466124e-05,-6.09,-11.39,-33.31,-68.42,19.07,685.4648,18.04056,4.657309,2.685252,1.698185,482.5974,6.714056,1.545201,0.5942715,0.1016213,173.0,70.29,-159.2,64.39,46.18,6.872506,0.04322799,0.01455509,0.001082717,0.00439051,8.008752,0.03685658,0.02233649,0.004819645,0.0006761063,-1.81,57.12,72.09,165.0,131.7,682.8071,18.94198,5.251498,2.740001,172.2729,14.50618,0.06005689,0.0144706,0.003802799,0.004266307
calibration,3307,Normal,24,87.37891,146.5498,6.217058,4.573356,2.011338,1.330409,2.639459,0.003985795,0.002760672,0.0008923084,0.0001485987,3.6,-103.66,146.16,144.08,-156.76,89.94669,5.023253,3.962644,1.786426,1.095179,1.586774,0.0008232186,0.0001794796,4.819645e-05,2.517763e-05,-6.030001,175.53,-33.84,-131.3,17.94,685.4648,18.04056,4.660528,2.691442,1.700141,482.5974,6.714056,1.543423,0.5949562,0.1023257,173.0,69.82,-159.2,64.85,34.82,6.872506,0.04322799,0.01307721,0.001083964,0.004400632,8.008752,0.03685658,0.02228512,0.004819645,0.0006784454,-1.81,57.19,72.16,165.0,131.9,682.8071,18.94089,5.255401,2.746576,172.2721,14.50618,0.06005689,0.01477202,0.003801648,0.004276059
calibration,3307,Normal,25,90.51953,146.8875,6.212049,4.573356,2.009023,1.330409,2.639459,0.003994984,0.002760672,0.0008912815,0.0001485987,3.6,-103.76,146.16,144.08,-157.26,90.05029,5.017473,3.967208,1.78437,1.096441,1.586774,0.0008194361,0.0001809319,4.819645e-05,2.567526e-05,-6.09,176.63,-33.24,-134.9,15.0,685.4648,18.04056,4.654093,2.691442,1.698185,482.5974,6.729534,1.545201,0.5922226,0.09965176,173.0,69.42,-159.1,64.72,89.96,6.872506,0.04324789,0.01307721,0.001082717,0.004400632,8.019825,0.03685658,0.02233649,0.004819645,0.0006784454,-1.749999,57.12,72.23,165.0,131.9,682.801,18.94198,5.246233,2.745101,172.2729,14.51701,0.06007268,0.01481448,0.003802799,0.004276059
calibration,3307,Normal,26,93.64844,146.5498,6.217058,4.584426,2.011338,1.333476,2.639459,0.003999587,0.002760672,0.0008912815,0.0001485987,3.67,-103.66,146.26,144.18,-156.56,89.94669,5.029039,3.967208,1.796739,1.096441,1.584948,0.000847257,0.0001815579,4.93759e-05,2.466124e-05,-6.09,-10.32,156.37,-131.1,18.34,685.4648,18.04056,4.657309,2.685252,1.700141,482.8751,6.791801,1.545201,0.5970146,0.1016213,173.0,70.42,-159.3,64.52,39.37,6.872506,0.04322799,0.01307721,0.001083964,0.004405701,8.019825,0.03689903,0.02236222,0.004830754,0.0006800095,-1.81,56.99,72.23,165.0,131.9,682.7766,18.94198,5.254241,2.740001,172.2721,14.51701,0.0600866,0.01483577,0.003812715,0.004280901
calibration,3307,Normal,27,96.78125,146.5498,6.22207,4.584426,2.018297,1.333476,2.639459,0.00398121,0.002767036,0.0008912815,0.0001496287,3.74,-103.66,146.66,144.38,-156.76,89.94669,5.058072,3.967208,1.798809,1.098968,1.584948,0.0008100559,0.0001815579,4.758993e-05,2.517763e-05,-6.09,175.23,155.47,-136.1,16.93,685.4648,18.05656,4.647132,2.685252,1.698185,482.8751,6.83101,1.548763,0.6004611,0.1003425,173.0,70.29,-159.1,64.39,40.03,6.8828,0.04327279,0.01453834,0.001083964,0.004415857,8.019825,0.03689903,0.02236222,0.004847469,0.0006815771,-1.749999,56.99,72.23,165.1,131.9,682.7612,18.96012,5.24751,2.739295,172.2729,14.527,0.06012212,0.01449349,0.003829368,0.004290769
calibration,3307,Normal,28,99.91016,146.5498,6.232826,4.584426,2.018297,1.335012,2.6425,0.00398121,0.002770225,0.0008882086,0.0001491128,3.8,-103.46,146.76,144.68,-156.86,90.05029,5.052253,3.976354,1.798809,1.10277,1.588602,0.0008346706,0.0001815579,4.758993e-05,2.517763e-05,-6.09,-11.79,156.07,-134.9,18.07,685.4648,18.04056,4.650878,2.685252,1.700141,483.1534,6.77618,1.548763,0.601153,0.1003425,173.0,69.22,-159.2,63.72,35.56,6.8828,0.04329272,0.01307721,0.001087715,0.004405701,8.030913,0.03689903,0.02241377,0.004853052,0.0006831483,-1.749999,56.92,72.23,165.2,131.8,682.7827,18.94415,5.251948,2.739295,172.2721,14.53785,0.06013792,0.01487846,0.00383147,0.004280566
calibration,3308,Normal,1,15.32031,146.5498,6.477165,4.747719,2.09404,1.362966,2.654698,0.003953803,0.002757496,0.0008861657,0.0001538208,4.34,-103.66,147.26,144.48,-154.76,87.19368,5.351618,4.20228,1.898825,1.134972,1.638759,0.0007647421,0.000178655,4.634628e-05,2.36328e-05,-3.82,-10.92,-30.37,-140.7,20.54,688.8666,18.08819,4.613548,2.675994,1.694279,486.4464,6.942005,1.581193,0.5694885,0.1198077,173.0,70.89,-159.1,59.24,119.6,6.905023,0.04318321,0.01406096,0.001102846,0.004503136,8.053129,0.03754179,0.02277797,0.004954672,0.0006847232,-1.679999,55.18,73.5,166.0,132.4,686.1194,19.01148,5.182957,2.740828,172.2746,14.58116,0.06050289,0.01492056,0.003918752,0.00437669
calibration,3308,Normal,2,18.44922,147.3957,6.395653,4.675035,2.067688,1.342719,2.624309,0.004041245,0.002751154,0.0008912815,0.0001496287,3.47,-105.36,143.76,142.38,-158.16,87.19368,5.241856,4.09718,1.832251,1.123273,1.644429,0.0007481955,0.0001794796,4.576304e-05,2.517763e-05,-4.09,175.93,150.37,-134.1,23.42,687.1244,18.04056,4.637513,2.682163,1.696231,485.5512,6.791801,1.557704,0.5451109,0.1158737,173.0,70.56,-159.0,59.84,117.6,6.893902,0.04309878,0.01422378,0.001095254,0.00446699,8.030913,0.0371976,0.02246544,0.004914903,0.0006792272,-1.749999,56.12,73.03,165.8,132.4,684.4361,18.94961,5.182547,2.744805,172.2737,14.54863,0.06019384,0.01463641,0.003886135,0.004341559
calibration,3308,Normal,3,21.58203,146.8875,6.318805,4.646062,2.036972,1.341174,2.6425,0.00398121,0.002770225,0.0008851462,0.0001485987,3.87,-103.76,145.96,143.18,-155.76,86.99317,5.17589,4.083053,1.840708,1.118111,1.63499,0.0007559883,0.0001794796,4.634628e-05,2.415544e-05,-4.16,177.93,154.27,-135.9,21.41,686.3336,18.05656,4.637513,2.682163,1.696231,484.0442,6.934019,1.557704,0.5629697,0.1158737,173.0,69.95,-159.0,60.11,16.04,6.893902,0.04307893,0.01424016,0.001095254,0.00446699,8.019825,0.0371976,0.02246544,0.004903599,0.0006761063,-1.749999,56.12,72.89,165.8,132.3,683.5896,18.96557,5.200404,2.744805,172.2737,14.53778,0.06017818,0.01463295,0.003874873,0.004341901
calibration,3308,Normal,4,24.71875,146.8875,6.349433,4.646062,2.036972,1.342719,2.636422,0.003994984,0.002760672,0.0008841275,0.0001501464,3.67,-104.26,145.06,142.78,-155.86,86.89305,5.181851,4.036315,1.819638,1.114256,1.638759,0.000783457,0.0001794796,4.576304e-05,2.466124e-05,-4.16,176.93,153.97,-135.7,19.81,687.1244,18.05656,4.633777,2.685252,1.696231,483.1534,6.886284,1.552333,0.5488896,0.1138898,173.0,70.69,-159.0,60.11,117.8,6.8828,0.04309878,0.01424016,0.001092735,0.00446699,8.030913,0.0371976,0.02241377,0.004903599,0.0006768854,-1.749999,56.19,73.03,165.6,132.3,684.3991,18.9623,5.18259,2.746791,172.2737,14.53785,0.06019384,0.01459244,0.003877197,0.004341815
calibration,3308,Normal,5,27.85156,147.2262,6.344318,4.642319,2.036972,1.335012,2.633389,0.003999587,0.002760672,0.0008892316,0.0001496287,3.6,-104.46,145.26,142.48,-157.06,87.09337,5.187822,4.05028,1.817544,1.116825,1.652019,0.0007925288,0.0001794796,4.518717e-05,2.567526e-05,-4.02,-10.25,156.07,-135.9,20.14,687.1244,18.05656,4.640717,2.682163,1.694279,483.4871,6.752816,1.545201,0.5629697,0.1138898,173.0,70.89,-159.0,59.44,116.6,6.8828,0.04309878,0.01427299,0.001095254,0.004451588,8.030913,0.03685658,0.02228512,0.004853052,0.0006737753,-1.749999,56.59,72.82999,165.6,132.2,684.4514,18.95794,5.203608,2.743703,172.2746,14.53785,0.05995449,0.01448522,0.003824516,0.00432693
