Data_Type,Run_Name,Fault_Name,Time_Step,Time,Step Number,BCl3 Flow,Cl2 Flow,RF Btm Pwr,RF Btm Rfl Pwr,Endpt A,He Press,Pressure,RF Tuner,RF Load,RF Phase Err,RF Pwr,RF Impedance,TCP Tuner,TCP Phase Err,TCP Impedance,TCP Top Pwr,TCP Rfl Pwr,TCP Load,Vat Valve
calibration,3140,Normal,58,67.9219,5.0,752.0,754.0,135.0,0.0,961.0,101.0,1184.0,9489.0,8964.0,-1499.0,28.0,16344.0,20202.0,-301.0,16300.0,349.0,0.0,27312.0,50.0
calibration,3140,Normal,59,68.9414,5.0,752.0,753.0,132.0,0.0,909.0,101.0,1180.0,9464.0,9000.0,-1583.0,29.0,16103.0,20000.0,-341.0,16872.0,354.0,1.0,27294.0,50.0
calibration,3140,Normal,60,69.9648,5.0,752.0,753.0,133.0,0.0,876.0,101.0,1181.0,9458.0,8992.0,-1988.0,30.0,15816.0,20200.0,-676.0,16556.0,350.0,1.0,27092.0,50.0
calibration,3140,Normal,61,70.9844,5.0,752.0,753.0,131.0,0.0,861.0,100.0,1181.0,9500.0,8993.0,-758.0,30.0,15769.0,20444.0,-569.0,16818.0,352.0,0.0,27028.0,50.0
calibration,3140,Normal,62,72.0039,5.0,752.0,752.0,135.0,0.0,871.0,101.0,1186.0,9506.0,8997.0,-850.0,30.0,16266.0,20452.0,-20.0,16200.0,360.0,0.0,27124.0,50.0
calibration,3140,Normal,63,73.0234,5.0,752.0,753.0,134.0,0.0,950.0,101.0,1192.0,9442.0,9068.0,508.0,28.0,16256.0,20128.0,1210.0,16280.0,349.0,0.0,27442.0,50.0
calibration,3140,Normal,64,74.043,5.0,752.0,753.0,132.0,0.0,1102.0,101.0,1192.0,9505.0,9042.0,526.0,26.0,16705.0,20068.0,408.0,16348.0,349.0,0.0,27370.0,50.0
calibration,3140,Normal,65,75.0625,5.0,752.0,753.0,132.0,0.0,1260.0,100.0,1187.0,9539.0,9031.0,206.0,26.0,16529.0,19728.0,58.0,16168.0,342.0,0.0,27626.0,51.0
calibration,3140,Normal,66,76.082,5.0,752.0,753.0,132.0,0.0,1408.0,101.0,1185.0,9562.0,8913.0,921.0,26.0,16529.0,19686.0,608.0,16338.0,346.0,0.0,27824.0,51.0
calibration,3140,Normal,67,77.1055,5.0,752.0,751.0,134.0,0.0,1594.0,102.0,1187.0,9439.0,8943.0,291.0,27.0,16427.0,19402.0,101.0,16554.0,342.0,0.0,28024.0,51.0
calibration,3140,Normal,68,78.1523,5.0,752.0,754.0,135.0,1.0,1629.0,102.0,1184.0,9499.0,9020.0,516.0,27.0,16269.0,19422.0,59.0,16440.0,350.0,1.0,27892.0,51.0
calibration,3140,Normal,69,79.1445,5.0,752.0,754.0,132.0,0.0,1635.0,101.0,1183.0,9500.0,9026.0,413.0,26.0,16043.0,19170.0,-5.0,16436.0,343.0,1.0,27868.0,51.0
calibration,3140,Normal,70,80.1641,5.0,752.0,754.0,135.0,0.0,1643.0,101.0,1185.0,9525.0,8912.0,335.0,26.0,16496.0,19362.0,794.0,16472.0,357.0,1.0,27896.0,51.0
calibration,3140,Normal,71,81.1836,5.0,752.0,754.0,134.0,1.0,1648.0,100.0,1184.0,9523.0,8899.0,-104.0,27.0,16369.0,19386.0,-71.0,16380.0,349.0,1.0,27892.0,51.0
calibration,3140,Normal,72,82.2031,5.0,752.0,753.0,132.0,0.0,1650.0,100.0,1182.0,9533.0,8929.0,365.0,26.0,16220.0,19330.0,-66.0,16528.0,345.0,0.0,28012.0,51.0
calibration,3140,Normal,73,83.2266,5.0,752.0,753.0,133.0,0.0,1662.0,102.0,1183.0,9536.0,8897.0,449.0,27.0,15888.0,19178.0,63.0,16472.0,343.0,0.0,27996.0,51.0
calibration,3140,Normal,74,84.2422,5.0,752.0,754.0,134.0,0.0,1660.0,100.0,1184.0,9487.0,8979.0,610.0,26.0,16225.0,19412.0,127.0,16578.0,349.0,0.0,27896.0,51.0
calibration,3140,Normal,75,85.2656,5.0,751.0,753.0,133.0,0.0,1659.0,102.0,1183.0,9444.0,8986.0,223.0,27.0,16157.0,19050.0,-14.0,16458.0,351.0,0.0,28006.0,51.0
calibration,3140,Normal,76,86.2812,5.0,752.0,752.0,135.0,1.0,1667.0,102.0,1185.0,9514.0,8938.0,333.0,27.0,16290.0,19398.0,678.0,16458.0,355.0,0.0,27838.0,51.0
calibration,3140,Normal,77,87.3047,5.0,752.0,754.0,133.0,0.0,1671.0,101.0,1184.0,9439.0,8954.0,574.0,26.0,16414.0,19376.0,14.0,16390.0,344.0,0.0,27848.0,51.0
calibration,3140,Normal,78,88.3633,5.0,751.0,753.0,132.0,0.0,1667.0,102.0,1183.0,9437.0,8937.0,992.0,27.0,16263.0,19356.0,-68.0,16400.0,355.0,1.0,27886.0,51.0
calibration,3140,Normal,79,89.3437,5.0,752.0,753.0,135.0,1.0,1673.0,100.0,1184.0,9421.0,8994.0,1003.0,27.0,16033.0,19276.0,13.0,16390.0,352.0,0.0,27830.0,51.0
calibration,3140,Normal,80,90.3906,5.0,751.0,753.0,135.0,1.0,1676.0,100.0,1186.0,9514.0,8936.0,899.0,27.0,16085.0,19320.0,18.0,16404.0,351.0,0.0,28022.0,51.0
calibration,3140,Normal,81,91.3828,5.0,752.0,753.0,135.0,0.0,1678.0,101.0,1185.0,9499.0,8934.0,371.0,26.0,16255.0,19444.0,39.0,16404.0,347.0,0.0,28010.0,51.0
calibration,3140,Normal,82,92.4023,5.0,752.0,754.0,132.0,0.0,1680.0,102.0,1187.0,9437.0,8970.0,749.0,26.0,16211.0,19096.0,-61.0,16252.0,349.0,1.0,27898.0,51.0
calibration,3140,Normal,83,93.4258,5.0,752.0,752.0,135.0,1.0,1684.0,102.0,1185.0,9444.0,9017.0,754.0,26.0,16212.0,19000.0,2.0,16510.0,352.0,0.0,28024.0,51.0
calibration,3140,Normal,84,94.4414,5.0,752.0,754.0,135.0,1.0,1681.0,101.0,1184.0,9502.0,8913.0,179.0,26.0,16296.0,19434.0,610.0,16520.0,359.0,1.0,27960.0,51.0
calibration,3140,Normal,85,95.4648,5.0,752.0,754.0,132.0,0.0,1690.0,101.0,1184.0,9463.0,8943.0,969.0,27.0,16102.0,19010.0,598.0,16502.0,352.0,0.0,27994.0,51.0
calibration,3140,Normal,86,96.5039,5.0,752.0,754.0,134.0,0.0,1691.0,100.0,1187.0,9531.0,8926.0,278.0,26.0,16386.0,19436.0,49.0,16460.0,348.0,1.0,27868.0,51.0
calibration,3140,Normal,87,97.5039,5.0,752.0,754.0,133.0,0.0,1691.0,102.0,1184.0,9438.0,8998.0,1000.0,26.0,16095.0,19190.0,36.0,16412.0,348.0,0.0,27848.0,51.0
calibration,3140,Normal,88,98.5234,5.0,751.0,752.0,131.0,0.0,1691.0,101.0,1185.0,9458.0,9025.0,785.0,26.0,15931.0,19220.0,-34.0,16634.0,352.0,1.0,27892.0,51.0
calibration,3140,Normal,89,99.543,5.0,752.0,753.0,132.0,0.0,1700.0,100.0,1184.0,9517.0,8913.0,297.0,26.0,16379.0,19328.0,-360.0,16506.0,346.0,1.0,27998.0,51.0
calibration,3140,Normal,90,100.566,5.0,752.0,752.0,134.0,1.0,1694.0,102.0,1186.0,9526.0,8923.0,435.0,26.0,16405.0,19398.0,806.0,16590.0,345.0,0.0,27954.0,51.0
calibration,3140,Normal,91,101.582,5.0,752.0,754.0,132.0,0.0,1692.0,101.0,1183.0,9441.0,9005.0,527.0,26.0,16127.0,19330.0,59.0,16374.0,357.0,0.0,27880.0,51.0
calibration,3140,Normal,92,102.629,5.0,752.0,753.0,131.0,0.0,1693.0,101.0,1183.0,9508.0,8907.0,491.0,26.0,16311.0,19002.0,-34.0,16536.0,355.0,0.0,27998.0,51.0
calibration,3140,Normal,93,103.621,5.0,752.0,753.0,135.0,0.0,1690.0,100.0,1184.0,9526.0,8906.0,1032.0,26.0,16608.0,19346.0,-1.0,16374.0,351.0,0.0,28018.0,51.0
calibration,3140,Normal,94,104.645,5.0,752.0,753.0,133.0,0.0,1696.0,101.0,1185.0,9510.0,8982.0,455.0,26.0,16202.0,19436.0,428.0,16614.0,346.0,0.0,27984.0,51.0
calibration,3140,Normal,95,105.664,5.0,752.0,753.0,134.0,0.0,1694.0,100.0,1184.0,9455.0,9014.0,349.0,26.0,16427.0,19162.0,-24.0,16452.0,349.0,0.0,27966.0,51.0
calibration,3140,Normal,96,106.684,5.0,752.0,753.0,132.0,0.0,1699.0,100.0,1186.0,9511.0,8929.0,702.0,26.0,16350.0,19024.0,-68.0,16372.0,350.0,0.0,27884.0,51.0
calibration,3140,Normal,97,107.703,5.0,752.0,754.0,136.0,0.0,1694.0,102.0,1185.0,9522.0,8904.0,733.0,26.0,16486.0,19132.0,-21.0,16570.0,349.0,0.0,27880.0,51.0
calibration,3140,Normal,98,108.754,5.0,752.0,753.0,134.0,0.0,1695.0,101.0,1184.0,9477.0,8955.0,824.0,26.0,16115.0,19206.0,147.0,16542.0,345.0,0.0,27978.0,51.0
calibration,3140,Normal,99,9.6875,4.0,751.0,753.0,132.0,0.0,352.0,101.0,1308.0,9374.0,9003.0,-141.0,29.0,16951.0,19788.0,-462.0,16896.0,348.0,0.0,28070.0,49.0
calibration,3301,Normal,1,9.6875,4.0,751.0,753.0,132.0,0.0,352.0,101.0,1308.0,9374.0,9003.0,-141.0,29.0,16951.0,19788.0,-462.0,16896.0,348.0,0.0,28070.0,49.0
calibration,3301,Normal,2,10.7187,4.0,751.0,752.0,132.0,0.0,342.0,102.0,1308.0,9357.0,8995.0,-1140.0,29.0,16768.0,19858.0,-597.0,16550.0,348.0,0.0,27868.0,49.0
calibration,3301,Normal,3,11.7188,4.0,751.0,753.0,132.0,0.0,329.0,101.0,1306.0,9409.0,9000.0,-1501.0,29.0,16676.0,19942.0,-293.0,16622.0,354.0,0.0,27874.0,49.0
calibration,3301,Normal,4,12.75,4.0,751.0,755.0,134.0,0.0,328.0,101.0,1252.0,9353.0,9027.0,39.0,27.0,17425.0,19858.0,8.0,16812.0,356.0,0.0,27778.0,51.0
calibration,3301,Normal,5,13.7656,4.0,751.0,753.0,134.0,0.0,354.0,100.0,1197.0,9425.0,8956.0,265.0,29.0,16832.0,20176.0,336.0,15600.0,355.0,1.0,27622.0,51.0
calibration,3301,Normal,6,14.7969,4.0,751.0,753.0,135.0,0.0,821.0,102.0,1199.0,9363.0,8968.0,-1939.0,28.0,16939.0,19276.0,662.0,16474.0,348.0,0.0,28384.0,49.0
calibration,3301,Normal,7,15.7969,4.0,751.0,752.0,136.0,0.0,870.0,100.0,1227.0,9370.0,8989.0,-1944.0,28.0,16657.0,19226.0,592.0,16662.0,356.0,0.0,28342.0,49.0
calibration,3301,Normal,8,16.8281,4.0,751.0,752.0,133.0,0.0,842.0,101.0,1239.0,9415.0,8988.0,-76.0,29.0,16772.0,19232.0,47.0,16424.0,350.0,0.0,28342.0,49.0
calibration,3301,Normal,9,17.8437,4.0,752.0,753.0,130.0,0.0,713.0,100.0,1248.0,9386.0,9010.0,565.0,28.0,17019.0,19372.0,-480.0,16626.0,359.0,0.0,28154.0,49.0
calibration,3301,Normal,10,18.875,4.0,751.0,754.0,134.0,0.0,775.0,100.0,1220.0,9364.0,8975.0,-1417.0,28.0,16479.0,19414.0,440.0,16040.0,345.0,1.0,28268.0,50.0
calibration,3301,Normal,11,19.875,4.0,751.0,752.0,136.0,0.0,787.0,100.0,1221.0,9375.0,8960.0,-2075.0,29.0,16350.0,19396.0,-67.0,16524.0,348.0,1.0,28212.0,49.0
calibration,3301,Normal,12,20.9375,4.0,752.0,753.0,134.0,0.0,806.0,100.0,1235.0,9411.0,8988.0,-495.0,29.0,16564.0,19386.0,155.0,16412.0,348.0,0.0,28206.0,49.0
calibration,3301,Normal,13,21.9219,4.0,752.0,754.0,134.0,0.0,814.0,102.0,1225.0,9346.0,9023.0,359.0,29.0,16613.0,19348.0,436.0,16324.0,351.0,0.0,28220.0,49.0
calibration,3301,Normal,14,22.9531,4.0,751.0,753.0,132.0,0.0,821.0,101.0,1231.0,9349.0,9018.0,-201.0,29.0,16492.0,19370.0,636.0,16274.0,353.0,0.0,28290.0,49.0
calibration,3301,Normal,15,23.9531,4.0,751.0,753.0,134.0,0.0,837.0,99.0,1231.0,9375.0,9022.0,-1166.0,29.0,16331.0,19276.0,9.0,16242.0,358.0,0.0,28324.0,49.0
calibration,3301,Normal,16,24.9844,4.0,751.0,753.0,134.0,0.0,836.0,100.0,1227.0,9377.0,9017.0,-886.0,29.0,16461.0,19256.0,222.0,16244.0,347.0,0.0,28312.0,49.0
calibration,3301,Normal,17,26.0156,4.0,751.0,753.0,132.0,0.0,844.0,102.0,1229.0,9394.0,8973.0,-1810.0,28.0,16391.0,19268.0,874.0,16540.0,354.0,1.0,28310.0,49.0
calibration,3301,Normal,18,27.0313,4.0,752.0,754.0,133.0,0.0,843.0,101.0,1229.0,9372.0,8982.0,-1390.0,29.0,16672.0,19264.0,1242.0,16578.0,348.0,0.0,28350.0,49.0
calibration,3301,Normal,19,28.0938,4.0,752.0,753.0,131.0,0.0,855.0,102.0,1229.0,9426.0,8975.0,-554.0,29.0,16292.0,19134.0,141.0,16348.0,347.0,1.0,28342.0,49.0
calibration,3301,Normal,20,29.0781,4.0,751.0,754.0,133.0,0.0,853.0,102.0,1228.0,9376.0,9021.0,128.0,29.0,16480.0,19162.0,71.0,16392.0,348.0,1.0,28344.0,49.0
calibration,3301,Normal,21,30.0938,4.0,751.0,752.0,135.0,0.0,857.0,101.0,1227.0,9330.0,9026.0,-405.0,29.0,16257.0,19162.0,-397.0,16162.0,351.0,1.0,28360.0,49.0
calibration,3301,Normal,22,31.1094,4.0,752.0,753.0,132.0,0.0,853.0,100.0,1227.0,9430.0,8961.0,-320.0,28.0,16532.0,19170.0,115.0,16794.0,349.0,0.0,28348.0,49.0
calibration,3301,Normal,23,32.1406,4.0,751.0,751.0,134.0,0.0,856.0,101.0,1229.0,9358.0,9012.0,-441.0,28.0,16372.0,19160.0,47.0,16994.0,349.0,0.0,28368.0,49.0
calibration,3301,Normal,24,33.1562,4.0,752.0,754.0,131.0,0.0,856.0,100.0,1230.0,9419.0,8947.0,-1137.0,28.0,16163.0,19152.0,-321.0,16602.0,350.0,0.0,28338.0,49.0
calibration,3301,Normal,25,34.1875,4.0,751.0,752.0,136.0,0.0,855.0,100.0,1228.0,9433.0,8997.0,-497.0,28.0,16760.0,19180.0,-513.0,16316.0,349.0,0.0,28348.0,49.0
calibration,3301,Normal,26,35.1875,4.0,752.0,753.0,130.0,0.0,855.0,101.0,1226.0,9430.0,8952.0,-1243.0,28.0,16507.0,19166.0,340.0,16350.0,348.0,1.0,28340.0,49.0
calibration,3301,Normal,27,36.2188,4.0,752.0,753.0,136.0,0.0,855.0,101.0,1231.0,9402.0,9031.0,-516.0,28.0,16343.0,19154.0,1.0,16516.0,345.0,0.0,28364.0,49.0
calibration,3301,Normal,28,37.2813,4.0,751.0,752.0,135.0,0.0,859.0,101.0,1230.0,9360.0,9030.0,-656.0,28.0,16476.0,19132.0,-50.0,16476.0,352.0,1.0,28342.0,49.0
calibration,3301,Normal,29,38.3125,4.0,752.0,754.0,134.0,0.0,857.0,102.0,1227.0,9361.0,8985.0,-1096.0,28.0,16249.0,19164.0,214.0,16514.0,346.0,1.0,28356.0,49.0
calibration,3301,Normal,30,39.3281,4.0,752.0,753.0,132.0,0.0,856.0,100.0,1230.0,9368.0,8972.0,-714.0,28.0,16589.0,19152.0,-314.0,16636.0,345.0,0.0,28348.0,49.0
calibration,3301,Normal,31,40.375,4.0,752.0,753.0,134.0,0.0,852.0,101.0,1229.0,9346.0,9056.0,-148.0,28.0,16676.0,19154.0,868.0,16546.0,348.0,0.0,28366.0,49.0
calibration,3301,Normal,32,41.375,4.0,752.0,754.0,135.0,0.0,858.0,102.0,1230.0,9361.0,9036.0,-478.0,28.0,16612.0,19144.0,-1.0,16994.0,350.0,0.0,28350.0,49.0
calibration,3301,Normal,33,42.3906,4.0,752.0,754.0,134.0,0.0,858.0,100.0,1229.0,9350.0,8992.0,-1246.0,28.0,16783.0,19132.0,1756.0,16942.0,346.0,1.0,28354.0,49.0
calibration,3301,Normal,34,43.4062,4.0,751.0,753.0,133.0,0.0,857.0,101.0,1227.0,9373.0,9022.0,-526.0,28.0,16426.0,19186.0,78.0,16728.0,347.0,0.0,28346.0,49.0
calibration,3301,Normal,35,44.4219,4.0,752.0,753.0,134.0,0.0,860.0,102.0,1227.0,9417.0,8996.0,-4.0,28.0,16526.0,19168.0,872.0,15926.0,345.0,0.0,28350.0,49.0
calibration,3301,Normal,36,45.4531,4.0,752.0,754.0,136.0,0.0,854.0,100.0,1228.0,9372.0,8977.0,-756.0,28.0,16783.0,19172.0,-61.0,16858.0,350.0,1.0,28340.0,49.0
calibration,3301,Normal,37,46.4687,4.0,752.0,753.0,134.0,0.0,856.0,101.0,1226.0,9366.0,8996.0,-1329.0,28.0,16331.0,19184.0,97.0,16638.0,343.0,0.0,28348.0,49.0
calibration,3301,Normal,38,47.5156,4.0,752.0,752.0,135.0,0.0,855.0,101.0,1229.0,9392.0,8974.0,-495.0,28.0,16148.0,19150.0,28.0,16512.0,348.0,0.0,28358.0,49.0
calibration,3301,Normal,39,48.5,4.0,752.0,753.0,135.0,0.0,853.0,101.0,1228.0,9417.0,8959.0,-978.0,28.0,16379.0,19130.0,-67.0,16254.0,355.0,0.0,28338.0,49.0
calibration,3301,Normal,40,49.5312,4.0,752.0,754.0,131.0,0.0,852.0,99.0,1229.0,9346.0,9025.0,-811.0,28.0,16368.0,19160.0,140.0,16192.0,358.0,1.0,28348.0,49.0
calibration,3301,Normal,41,50.5469,4.0,752.0,753.0,134.0,0.0,849.0,101.0,1227.0,9378.0,9002.0,-220.0,28.0,16435.0,19148.0,1526.0,16602.0,347.0,0.0,28340.0,49.0
calibration,3301,Normal,42,51.5625,4.0,752.0,753.0,132.0,0.0,844.0,100.0,1229.0,9415.0,8966.0,-1067.0,28.0,16372.0,19172.0,926.0,16688.0,356.0,0.0,28346.0,49.0
calibration,3301,Normal,43,52.5781,4.0,751.0,753.0,134.0,0.0,806.0,100.0,1230.0,9390.0,8953.0,-465.0,28.0,16703.0,19152.0,-31.0,16650.0,343.0,0.0,28344.0,49.0
calibration,3301,Normal,44,53.6094,4.0,752.0,752.0,133.0,0.0,669.0,101.0,1241.0,9356.0,8992.0,34.0,27.0,16234.0,19308.0,126.0,16756.0,355.0,0.0,28124.0,50.0
calibration,3301,Normal,45,54.6562,4.0,751.0,754.0,134.0,0.0,543.0,101.0,1234.0,9347.0,9020.0,158.0,28.0,16743.0,19580.0,-299.0,16402.0,349.0,0.0,28038.0,50.0
calibration,3301,Normal,46,55.6406,4.0,752.0,753.0,134.0,0.0,447.0,101.0,1233.0,9415.0,8965.0,168.0,28.0,16687.0,19626.0,-376.0,16784.0,345.0,0.0,27976.0,50.0
calibration,3301,Normal,47,56.6719,5.0,752.0,754.0,131.0,0.0,395.0,101.0,1232.0,9398.0,8935.0,-772.0,29.0,16429.0,19724.0,-59.0,16304.0,352.0,0.0,27818.0,51.0
calibration,3301,Normal,48,57.6875,5.0,752.0,753.0,135.0,0.0,362.0,101.0,1309.0,9357.0,8981.0,-2397.0,30.0,16178.0,19780.0,41.0,16516.0,349.0,0.0,27870.0,49.0
calibration,3301,Normal,49,58.7187,5.0,752.0,755.0,134.0,0.0,362.0,101.0,1261.0,9388.0,9023.0,1393.0,27.0,16661.0,19780.0,-82.0,16468.0,343.0,0.0,27876.0,51.0
calibration,3301,Normal,50,59.7187,5.0,752.0,753.0,135.0,0.0,361.0,100.0,1206.0,9351.0,8990.0,-825.0,29.0,16289.0,19782.0,-416.0,16666.0,342.0,0.0,27874.0,51.0
calibration,3301,Normal,51,60.75,5.0,752.0,754.0,135.0,0.0,356.0,100.0,1237.0,9420.0,8930.0,-1325.0,28.0,16566.0,19774.0,574.0,16632.0,355.0,0.0,27870.0,50.0
calibration,3301,Normal,52,61.7656,5.0,752.0,754.0,132.0,0.0,354.0,100.0,1228.0,9420.0,8933.0,-874.0,28.0,16929.0,19768.0,-31.0,16848.0,354.0,0.0,27870.0,51.0
calibration,3301,Normal,53,62.7969,5.0,752.0,754.0,133.0,0.0,352.0,101.0,1228.0,9377.0,8992.0,-1065.0,28.0,16843.0,19780.0,-595.0,16764.0,351.0,0.0,27818.0,51.0
calibration,3301,Normal,54,63.7969,5.0,752.0,754.0,134.0,0.0,348.0,100.0,1229.0,9352.0,9017.0,-1526.0,28.0,16807.0,19832.0,-609.0,16582.0,350.0,0.0,27766.0,51.0
calibration,3301,Normal,55,64.8281,5.0,752.0,754.0,133.0,0.0,343.0,100.0,1231.0,9361.0,8995.0,-1586.0,28.0,16529.0,19828.0,16.0,16422.0,360.0,0.0,27778.0,51.0
calibration,3301,Normal,56,65.8437,5.0,752.0,754.0,134.0,0.0,340.0,100.0,1230.0,9402.0,8971.0,-1675.0,28.0,16476.0,19834.0,-430.0,16734.0,358.0,0.0,27774.0,51.0
calibration,3301,Normal,57,66.875,5.0,752.0,752.0,134.0,0.0,335.0,101.0,1227.0,9356.0,8952.0,-2274.0,28.0,16502.0,19860.0,-847.0,16734.0,360.0,0.0,27754.0,51.0
calibration,3301,Normal,58,67.9375,5.0,752.0,754.0,132.0,0.0,329.0,99.0,1224.0,9344.0,8993.0,-1967.0,28.0,16692.0,20046.0,11.0,16242.0,354.0,0.0,27628.0,51.0
calibration,3301,Normal,59,68.9687,5.0,752.0,754.0,134.0,0.0,319.0,102.0,1221.0,9348.0,9040.0,-1682.0,29.0,16168.0,19962.0,-277.0,17042.0,350.0,0.0,27670.0,50.0
calibration,3301,Normal,60,70.0,5.0,752.0,753.0,131.0,0.0,300.0,100.0,1215.0,9328.0,9039.0,-1353.0,31.0,15851.0,20124.0,144.0,16340.0,346.0,0.0,27384.0,50.0
calibration,3301,Normal,61,71.0,5.0,752.0,755.0,134.0,0.0,292.0,100.0,1227.0,9461.0,9013.0,-508.0,29.0,16227.0,20124.0,-584.0,16630.0,355.0,0.0,27506.0,50.0
calibration,3301,Normal,62,72.0312,5.0,752.0,753.0,135.0,0.0,295.0,102.0,1229.0,9444.0,9074.0,-1261.0,29.0,16285.0,20160.0,-876.0,16642.0,357.0,0.0,27340.0,50.0
calibration,3301,Normal,63,73.0469,5.0,751.0,753.0,136.0,0.0,308.0,100.0,1235.0,9424.0,9017.0,468.0,27.0,16544.0,20246.0,176.0,16102.0,347.0,0.0,27574.0,50.0
calibration,3301,Normal,64,74.0937,5.0,751.0,754.0,135.0,0.0,348.0,100.0,1239.0,9461.0,9015.0,564.0,25.0,16830.0,20060.0,26.0,16206.0,351.0,0.0,27806.0,50.0
calibration,3301,Normal,65,75.0781,5.0,752.0,754.0,134.0,0.0,389.0,100.0,1234.0,9438.0,8952.0,769.0,25.0,16993.0,19850.0,456.0,16288.0,350.0,0.0,27864.0,50.0
calibration,3301,Normal,66,76.1094,5.0,752.0,753.0,134.0,0.0,452.0,102.0,1231.0,9372.0,8967.0,830.0,26.0,16946.0,19656.0,128.0,16220.0,351.0,0.0,28114.0,51.0
calibration,3301,Normal,67,77.125,5.0,752.0,754.0,132.0,0.0,496.0,101.0,1227.0,9361.0,8980.0,317.0,26.0,16785.0,19258.0,528.0,16136.0,353.0,0.0,28294.0,51.0
calibration,3301,Normal,68,78.1562,5.0,752.0,753.0,135.0,0.0,529.0,101.0,1229.0,9342.0,8961.0,230.0,26.0,16817.0,19064.0,240.0,16714.0,356.0,0.0,28438.0,51.0
calibration,3301,Normal,69,79.1562,5.0,752.0,753.0,134.0,0.0,533.0,100.0,1230.0,9340.0,8994.0,670.0,26.0,16765.0,19092.0,111.0,16490.0,353.0,0.0,28272.0,51.0
calibration,3301,Normal,70,80.1875,5.0,752.0,753.0,131.0,0.0,530.0,100.0,1228.0,9376.0,8983.0,992.0,26.0,16795.0,19048.0,-469.0,16566.0,350.0,0.0,28286.0,51.0
calibration,3301,Normal,71,81.2344,5.0,752.0,754.0,134.0,0.0,538.0,100.0,1228.0,9391.0,8958.0,264.0,26.0,16876.0,19072.0,-94.0,16638.0,348.0,0.0,28426.0,51.0
calibration,3301,Normal,72,82.2344,5.0,752.0,753.0,133.0,0.0,541.0,101.0,1233.0,9414.0,8951.0,800.0,26.0,16556.0,19058.0,-331.0,16522.0,342.0,0.0,28282.0,51.0
calibration,3301,Normal,73,83.2344,5.0,752.0,753.0,134.0,0.0,537.0,102.0,1229.0,9336.0,9002.0,991.0,26.0,16751.0,19030.0,822.0,16576.0,356.0,0.0,28274.0,51.0
calibration,3301,Normal,74,84.2656,5.0,751.0,753.0,133.0,0.0,535.0,101.0,1227.0,9355.0,8957.0,575.0,26.0,16637.0,19070.0,141.0,16602.0,357.0,0.0,28276.0,51.0
calibration,3301,Normal,75,85.2812,5.0,752.0,753.0,133.0,0.0,538.0,99.0,1227.0,9418.0,8920.0,742.0,26.0,16544.0,19058.0,119.0,16628.0,357.0,1.0,28446.0,51.0
calibration,3301,Normal,76,86.3125,5.0,752.0,753.0,132.0,0.0,541.0,100.0,1227.0,9409.0,8966.0,900.0,26.0,16408.0,19022.0,590.0,16474.0,352.0,0.0,28428.0,51.0
calibration,3301,Normal,77,87.3281,5.0,752.0,753.0,133.0,0.0,538.0,101.0,1229.0,9362.0,8988.0,746.0,26.0,16668.0,19046.0,-55.0,16640.0,355.0,0.0,28264.0,51.0
calibration,3301,Normal,78,88.3438,5.0,752.0,752.0,133.0,0.0,539.0,101.0,1227.0,9374.0,8995.0,378.0,26.0,16786.0,19038.0,129.0,16476.0,347.0,0.0,28432.0,51.0
calibration,3301,Normal,79,89.375,5.0,752.0,753.0,131.0,0.0,543.0,100.0,1227.0,9359.0,8999.0,1036.0,26.0,16489.0,19056.0,-94.0,16566.0,342.0,0.0,28286.0,51.0
calibration,3301,Normal,80,90.3906,5.0,752.0,753.0,132.0,0.0,543.0,100.0,1227.0,9341.0,8993.0,1004.0,26.0,16349.0,19054.0,-326.0,16402.0,344.0,0.0,28420.0,51.0
calibration,3301,Normal,81,91.4062,5.0,752.0,754.0,133.0,0.0,540.0,100.0,1227.0,9373.0,8980.0,601.0,26.0,16793.0,19030.0,-294.0,16538.0,351.0,0.0,28442.0,51.0
calibration,3301,Normal,82,92.4219,5.0,752.0,753.0,134.0,0.0,545.0,101.0,1228.0,9400.0,8982.0,75.0,26.0,16604.0,19094.0,642.0,16498.0,344.0,0.0,28272.0,51.0
calibration,3301,Normal,83,93.4844,5.0,752.0,753.0,134.0,0.0,549.0,102.0,1227.0,9410.0,8939.0,608.0,26.0,16863.0,19066.0,-367.0,16466.0,348.0,0.0,28424.0,51.0
calibration,3301,Normal,84,94.4687,5.0,751.0,752.0,133.0,0.0,549.0,101.0,1229.0,9399.0,8941.0,584.0,26.0,16353.0,19044.0,1.0,16628.0,349.0,0.0,28442.0,51.0
calibration,3301,Normal,85,95.4844,5.0,752.0,752.0,132.0,0.0,545.0,101.0,1229.0,9410.0,8934.0,788.0,26.0,16832.0,19038.0,-48.0,16486.0,342.0,0.0,28276.0,51.0
calibration,3301,Normal,86,96.5,5.0,752.0,754.0,133.0,0.0,546.0,101.0,1227.0,9406.0,8941.0,473.0,26.0,16580.0,19074.0,-377.0,16450.0,354.0,0.0,28430.0,51.0
calibration,3301,Normal,87,97.5312,5.0,751.0,753.0,135.0,0.0,546.0,101.0,1229.0,9377.0,8951.0,524.0,26.0,16850.0,19038.0,-376.0,16540.0,344.0,0.0,28290.0,51.0
